"id_discipline","id_dep","discipline"
"15999",NULL,"Педагогическое проектирование в области профессиональной деятельности"
"16000",NULL,"Избранные главы высшей математики и их использование в образовательном процессе"
"16001",NULL,"Теория и методика обучения математике в системе профессионального образования"
"16002",NULL,"Культурно-просветительская деятельность преподавателя"
"16003",NULL,"Музейная педагогика"
"16004",NULL,"Проблемы стилизации в танцевальной культуре"
"16005",NULL,"Андрагогика как научная основа образования взрослых"
"16006",NULL,"Политика в области образования взрослых"
"16007",NULL,"Танец как элемент художественной культуры"
"16008",NULL,"Бальный танец"
"16009",NULL,"Народно-сценический танец"
"16010",NULL,"Традиционная культура народов мира часть 3"
"16011",NULL,"Специфика изучения русского языка как иностранного"
"16012",NULL,"Методика преподавания русского языка как иностранного"
"16013",NULL,"Основы искусства Древнего Востока"
"16014",NULL,"Основы искусства Древнего Рима"
"16015",NULL,"Античная пластика"
"16016",NULL,"Основы раннехристианского искусства и искусства Византии"
"16017",NULL,"Д/в: Биология"
"16018",NULL,"Адаптивная физическая культура в системе специального и инклюзивного образования"
"16019",NULL,"Иностранный язык (профессиональный) немецкий"
"16020",NULL,"Иностранный язык (профессиональный) английский"
"16021",NULL,"Культура речи и методика делового общения"
"16022",NULL,"Медико-биологическое сопровождение тренировочного процесса"
"16023",NULL,"Д/в: Педагогическая деятельность преподавателя в физическом воспитании и спорте"
"16024",NULL,"Инновационные методы преподавания английского языка"
"16809",NULL,"Терроризм как глобальная проблемв современности"
"16026",NULL,"Методология и история экономической науки"
"16808",NULL,"Политический менеджмент"
"16028",NULL,"Информационные технологии в банковской деятельности"
"16029",NULL,"Теория организации и организационное поведение"
"16030",NULL,"Этнический состав и культура народов Саратовской области"
"16031",NULL,"Учебная психологическая практика"
"16032",NULL,"Производственная психологическая практика"
"16033",NULL,"Психолого-педагогическая практика"
"16034",NULL,"Управление организационными изменениями"
"16807",NULL,"Политическая конфликтология"
"16806",NULL,"Политический анализ и прогнозирование"
"16805",NULL,"Современные концепции политической науки"
"16039",NULL,"Оценка геоэкологического состояния территории"
"16040",NULL,"Нормативно-правовое обеспечение инженерно-экологических изысканий"
"16042",NULL,"Антимонопольное регулирование в России (факультатив)"
"16043",NULL,"Распределение на курсовые работы"
"16044",NULL,"Товаро- учётные операции при транспорте и хранении нефти и газа"
"16045",NULL,"Организация работы структурного подразделения"
"16046",NULL,"Охрана окружающей среды при монтаже и эксплуатации оборудования"
"16047",NULL,"Актуальные проблемы защиты экологических прав граждан"
"16048",NULL,"Частная методика обучения математике"
"16049",NULL,"Основы культурно-просветительской деятельности в области математического образования"
"16050",NULL,"Элементарная математика. Часть 2"
"16051",NULL,"НИД, самостоятельная работа"
"16052",NULL,"Методика углубленного обучения математике"
"16053",NULL,"Дисциплины научной специальности"
"16054",NULL,"Теор.основы и м-ды нефтегазовой геофизики"
"16055",NULL,"Твердотельная СВЧ электроника"
"16056",NULL,"Установочная конференция по преддипломой практике"
"16057",NULL,"итоговая конференция по преддипломной практике"
"16058",NULL,"Итоговая конференция по педпрактике"
"16804",NULL,"мировая политика и международные отношения"
"16060",NULL,"Прикладная экономика в недропользовании"
"16803",NULL,"Технология и организация гостиничных услуг"
"16802",NULL,"Лингвистический поворот в современной философии"
"16063",NULL,"Консультации по ВКР"
"16064",NULL,"Исторические традиции и современная конфессиональная ситуация в Саратовской области"
"16065",NULL,"Дисциплины по предложениям преподавателей  Ч.2 ""Практика применения кодекса административного судопроизводства"""
"16066",NULL,"Производственная вычислительная практика"
"16067",NULL,"Практика по получению профессиональных умений и опыта профессиональной деятельности"
"16068",NULL,"История отдельных регионов мира:регионы мира в средние века"
"16069",NULL,"История отдельных регионов мира:регионы мира в новое вермя"
"16801",NULL,"Проблемы сознания в русской философии"
"16799",NULL,"Теология в античности"
"16800",NULL,"История свободомыслия"
"16072",NULL,"Методы радиоизмерений"
"16073",NULL,"Производственная педагогическая практика"
"16074",NULL,"Производственная научно-исследовательская практика"
"16075",NULL,"Эконометрия инновационного производства"
"16076",NULL,"Культурологические аспекты устного делового общения"
"16077",NULL,"Распределение на ВКР"
"16078",NULL,"Волоконно-оптические и лазерные гироскопы"
"16079",NULL,"Музыкальная информатика"
"16080",NULL,"История музыкального театра"
"16081",NULL,"Музыкальный  менеджмент"
"16082",NULL,"Дополнительный  инструмент "
"16083",NULL,"Ансамблевый практикум"
"16084",NULL,"История музыки (зарубежной и отечественной)"
"16085",NULL,"Специальность"
"16086",NULL,"История этикета"
"16087",NULL,"основы западноевропейского искусства Средних веков"
"16088",NULL,"Искусство Древней Мезоамерики и Южной Америки"
"16089",NULL,"Проблемы лингвистических и экстралингвистических факторов дискурса"
"16797",NULL,"Воздушное право и правовая охрана атмосферного воздуха"
"16798",NULL,"Правовое регулирование градостроительной деятельности"
"16091",NULL,"Русская живопись рубежа 19-20 века"
"16092",NULL,"Этно-религиозные конфликты современности"
"16093",NULL,"Иконографический анализ"
"16094",NULL,"Живопись стран северного Возрождения"
"16095",NULL,"Древнерусская иконопись"
"16096",NULL,"Практикум по основам репетиторского мастерства в танцевальном коллективе"
"16097",NULL,"Проблемы постановочной работы танцевальных коллективов различных типов"
"16098",NULL,"Вопросы формирования репертуара самодеятельного танцевального коллектива"
"16099",NULL,"Актуальные проблемы теории и истории НХК"
"16100",NULL,"методические основы обучения танцу в системе дополнительного образования"
"16101",NULL,"основы репетиторского мастерства"
"16102",NULL,"Актуальные проблемы этнокультурного образования"
"16103",NULL,"Народная художественная культура Саратовского края"
"16104",NULL,"Этногенез народов Поволжья"
"16105",NULL,"Экономическая история России (9-нач. 20 вв.)"
"16106",NULL,"Практикум  по стилизации в танцевальном творчестве"
"16107",NULL,"практикум по инновационным технологиям в хореографической сценографии"
"16108",NULL,"Методика преподавания эстрадно-джазового пения"
"16109",NULL,"Современный вокальный репертуар"
"16110",NULL,"Эстетика и теория искусства"
"16111",NULL,"Мастерство актера"
"16112",NULL,"Практикум по сольному пению"
"16113",NULL,"история эстрадной и джазовой музыки"
"16114",NULL,"Инструментоведение, аранжировка"
"16115",NULL,"Чтение партитур"
"16116",NULL,"Экономика туристской индустрии"
"16117",NULL,"Правовое обеспечение деятельности в туристской индустрии"
"16118",NULL,"Маркетинг и брендинг в туристских дестинаций"
"16119",NULL,"Теория и методология рекреационной географии"
"16120",NULL,"Учебная:ознакомительная практика"
"16122",NULL,"Практикум:теория и методика разработки инновационного бизнес-проекта в сфере сервиса"
"16123",NULL,"Этика бизнеса"
"16124",NULL,"Оркестровый практикум"
"16125",NULL,"Клиентоориентированный сервис"
"16126",NULL,"Искусство театра"
"16127",NULL,"Обеспечение безопасности на предприятиях сервиса"
"16128",NULL,"Западноевропейская архитектура 19-20 веков"
"16796",NULL,"Основы математического моделирования социально-экономических процессов"
"16130",NULL,"Декоративно-прикладное искусство"
"16131",NULL,"Правовое обеспечение сервисной деятельности"
"16132",NULL,"Садово-парковое искусств"
"16133",NULL,"Искусство и педагогика"
"16134",NULL,"Арт-дизайн"
"16135",NULL,"Методика преподавания бального танца"
"16136",NULL,"Методика преподавания классического танца"
"16137",NULL,"Методика преподавания дуэтного танца"
"16138",NULL,"Наследие и репертуар современной хореографии"
"16139",NULL,"методика преподавания современного танца"
"16140",NULL,"Методика преподавания народно-сценического танца"
"16141",NULL,"Теория, методика и практика научно-исследовательской деятельности в области отечественной истории"
"16142",NULL,"Учебная:экспертно-аналитическая практика"
"16143",NULL,"Методология и источниковедение региональных исторических иследований"
"16144",NULL,"История хореографического искусства"
"16145",NULL,"Методика преподавания танца модерн"
"16146",NULL,"Методика преподавания историко-бытового танца"
"16147",NULL,"Введение в педагогику художественного образования"
"16148",NULL,"Мастерство актера в хореографии"
"16149",NULL,"Анатомия, физиология, биомеханика и основы медицины в хореографии"
"16150",NULL,"Теория и история хореографического образования"
"16151",NULL,"Методика преподавания джаз-танца"
"16152",NULL,"Межнациональные отношения в новейшей истории России:региональный аспект"
"16153",NULL,"Производственная практика в школе (учебная)"
"16154",NULL,"История исполнительского искусства"
"16155",NULL,"Этно-конфессиональный вопрос в Российской империи 18-19 вв."
"16156",NULL,"История музыки (зарубежной и отечественной"
"16157",NULL,"Основы режиссуры в хореографии"
"16158",NULL,"Клубные и уличные направления в современной хороеграфии"
"16159",NULL,"Социологические исследования в школе"
"16160",NULL,"Конфессиональная история России"
"16161",NULL,"Постановка концертный номеров"
"16162",NULL,"Вокальный ансамбль"
"16163",NULL,"Основы джазовой импровизации"
"16164",NULL,"Прогнозирование и планирование туристской деятельности"
"16165",NULL,"Музыка второй половины 20-21 века"
"16166",NULL,"Региональная политика в сфере туризма"
"16167",NULL,"Музыкальная педагогика и психология"
"16168",NULL,"Современные тенденции развития туристского рынка"
"16169",NULL,"Менеджмент туризма"
"16170",NULL,"Социологические исследования в туризме"
"16171",NULL,"Обеспечение безопасности в туризме"
"16172",NULL,"Этнический туризм"
"16173",NULL,"Услуги страхования в туризме"
"16174",NULL,"Экскурсионный туризм"
"16175",NULL,"Актуальные проблемы методологии истории искусства"
"16176",NULL,"Из истории русской оперной классики"
"16177",NULL,"Проблема ""национального""в музыкальном искусстве"
"16178",NULL,"История русского костюма"
"16179",NULL,"Историография истории русской культуры"
"16180",NULL,"Художники-муралисты в искусстве 20 в."
"16181",NULL,"Междисциплинарные подходы в современной истории и теории искусства"
"16182",NULL,"Актуальные проблемы русского искусства второй пол. 19 в."
"16183",NULL,"Искусство кино"
"16184",NULL,"Искусство в зеркале советской эпохи"
"16185",NULL,"Национальный европеизм в русском модерне"
"16186",NULL,"Маркетинг и продажи на предприятиях сервиса"
"16187",NULL,"Навыки эффективного лидера"
"16188",NULL,"Моделирование и оптимизация процессов и систем сервиса"
"16189",NULL,"Экспертиза и диагностика объектов и систем сервиса"
"16190",NULL,"Социология сервиса"
"16191",NULL,"Управление качеством услуг и работ"
"16795",NULL,"Прогнозирование и планирование"
"16794",NULL,"Маркетинг территорий"
"16194",NULL,"Интернет-маркетинг а сфере сервиса"
"16195",NULL,"Основы организационной деятельности в сфере сервиса"
"16196",NULL,"Теория вероятностей, математическая статистика и случайные процессы"
"16197",NULL,"Учебная:археологическая практика"
"16198",NULL,"Установочная конференция по учебно-психологической практике"
"16199",NULL,"Психотехнология тренинга. Часть 2. Психотехники саморегуляции в тренинге"
"16200",NULL,"история, философия и методология"
"16201",NULL,"История , философия и  методология естествознания"
"16793",NULL,"Управление общественными отношениями"
"16203",NULL,"Источниковедение отечественной истории"
"16204",NULL,"Производственная преддипломная практика"
"16205",NULL,"Производственная профессионально-профилированная практика"
"16792",NULL,"Система государственного и муниципального управления"
"16208",NULL,"Производственная:туристическая практика"
"16209",NULL,"Производственная сервисная практика"
"16210",NULL,"Экономика и право"
"16211",NULL,"Историко-правовые аспекты безопасности России(СССР) в 1945-нач. ХХI в."
"16212",NULL,"Учебная:архивная практика"
"16213",NULL,"Иностранный язык:практика перевода (анг)"
"16214",NULL,"Иностранный язык:практика перевода (нем)"
"16215",NULL,"Учебная: музейно-экскурсоводческая практика"
"16216",NULL,"Иностранный язык 2 (фр)"
"16791",NULL,"История государственного управления"
"16218",NULL,"Учебная: проектная практика"
"16219",NULL,"Отчет по педагогической практике"
"16220",NULL,"НИР и подготовка НКР"
"16221",NULL,"Учебная:технологическая практика"
"16222",NULL,"Методики и методы эколого-геологических исследований"
"16223",NULL,"Иностранный язык (руссский)"
"16224",NULL,"Иностранный язык (русский)"
"16225",NULL,"Иностранный язык в сфере юриспруденции (русский)"
"16226",NULL,"Научно-исследовательская деятельность преподавателя"
"16227",NULL,"Дистанционное профессионально ориентированное математическое образование"
"16228",NULL,"Комплексные числа в курсе средней школы"
"16229",NULL,"Методика преподавания математики в профильных классах"
"16230",NULL,"Методы решения задач стереометрии"
"16231",NULL,"Моделирование и управление рисками"
"16232",NULL,"Анализ финансовых временных рядов"
"16233",NULL,"Производные ценные бумаги"
"16234",NULL,"Противодействие терроризму"
"16235",NULL,"Мониторинг окружающей среды"
"16236",NULL,"Учебная фольклорная практика"
"16237",NULL,"Экологические аспекты безопасности жизнедеятельности"
"16238",NULL,"Учебная этнографическая практика"
"16239",NULL,"Учебная организационно-методическая практика"
"16240",NULL,"Учебная педагогическая практика"
"16241",NULL,"Методы научных исследований в социальной психологии"
"16242",NULL,"Организационно-управленческая практика"
"16244",NULL,"Производственная научно-педагогическая практика"
"16245",NULL,"Методы психолого-педагогических исследований в дефектологии"
"16246",NULL,"Современные проблемы публичного права"
"16247",NULL,"Методы научных исследований в дефектологии"
"16248",NULL,"Театр стран Востока"
"16249",NULL,"Интеграционные процессы учебной и внеучебной деятельности в предметной области Технология"
"16250",NULL,"Современные проблемы геоэкологии районов недропользования"
"16251",NULL,"Теоретические основы и методы нефтегазовой геофизики"
"16252",NULL,"Ситуационное обучение"
"16253",NULL,"История трудового и профессионального образования"
"16254",NULL,"Акмеология профессионального обучения"
"16790",NULL,"Вторая мировая война: основные события и результаты"
"16256",NULL,"Современные проблемы детства и молодежи"
"16789",NULL,"Основы изучения национального менталитета"
"16258",NULL,"Исследование образования взрослых в России и за рубежом"
"16259",NULL,"Социальная андрагогика"
"16260",NULL,"Организационно-педагогические основы обучения одаренных детей"
"16261",NULL,"Основы арттерапии"
"16262",NULL,"Управление талантами"
"16263",NULL,"Педагогические технологии развития детской одаренности"
"16264",NULL,"Педагогическое взаимодейтвие с семьей одаренного ребенка"
"16265",NULL,"Модуль 5. Практическая юридическая психология. Часть 3. Психология практической работы юридического психолога"
"16266",NULL,"Историко-бытовой танец"
"16267",NULL,"Установочная конференция по производственной практике 1"
"16268",NULL,"Организация профессионального образования в условиях средних образовательных учреждений"
"16269",NULL,"Методика профессиональной работы в образовательных организациях"
"16270",NULL,"Психолого-педагогические основы профильного виктимного поведения детей"
"16788",NULL,"Основы научно-исследовательской деятельности"
"16272",NULL,"Специфика управления организацией летнего отдыха детей"
"16273",NULL,"Технология разработки основной общеобразовательной программы дошкольного образования"
"16274",NULL,"Специфика управления ДОО"
"16275",NULL,"Проектирование профессионального самообразования и личностного роста"
"16276",NULL,"Итоговая конференция по научно-исследовательской п"
"16277",NULL,"Специфика управления начальной ступенью общего образования"
"16278",NULL,"Научные исследования  области психологии лиц с нарушением речи"
"16279",NULL,"Математические методы в специальной психологии"
"16787",NULL,"Государство и общество: правовые основы отношений"
"16281",NULL,"Научные исследования  в области психологии детей со сложными недостатками развития"
"16282",NULL,"Психотерапия в деятельности  специального психолога"
"16283",NULL,"Научные исследования  в области тифлопсихологии "
"16284",NULL,"Девиантология: история и современное состояние"
"16285",NULL,"Научные исследования  в области сурдопсихологии "
"16286",NULL,"Научные исследования  области психологии лиц с расстройствами эмоционально-волевой сферы и поведения"
"16287",NULL,"Нормативно-правовое обеспечение деятельности специального психолога"
"16288",NULL,"Комплексы программ обработки геофизических данных ч.1"
"16289",NULL,"Научные исследования в области психологии детей с нарушением ОДА"
"16290",NULL,"Психолого-педагогическая диагностика в деятельности специального психолога"
"16291",NULL,"Анализ данных в  инновационной деятельности"
"16292",NULL,"Маркетинг инноваций"
"16293",NULL,"Анализ экономической деятельности предприятия"
"16294",NULL,"Поиски и разведка нефтегазовых месторождений"
"16295",NULL,"Иностранный язык в профессиональной коммуникации 1"
"16296",NULL,"Технология малого бизнеса"
"16297",NULL,"Методика обучения безопасности жизнедеятельности в школе"
"16298",NULL,"Охрана труда на производстве и в образовательном процессе"
"16299",NULL,"Комплексы программ обработки геофизических данных ч.2"
"16300",NULL,"Валеологические аспекты реабилитации"
"16301",NULL,"Учебная (научно-исследовательская) практика"
"16302",NULL,"Информационные технологии в учебном процессе"
"16303",NULL,"Основы хозяйственного права"
"16304",NULL,"Священное писание Нового завета"
"16305",NULL,"Установочная конференция по учебной ознакомительной практикой"
"16306",NULL,"Экологическая безопасность населения Российской Федерации"
"16307",NULL,"Горное право и правовая охрана недр"
"16308",NULL,"Водное право и правовая охрана вод"
"16309",NULL,"Христианство в постсекулярном обществе"
"16310",NULL,"Минералогия и петрография осадочных пород"
"16311",NULL,"Этноконфессиональные конфликты и способы их разрешения"
"16312",NULL,"Политические технологии управления этноконфессиональными отношениями в Саратовской области"
"16313",NULL,"Организация службы управления персоналом"
"16314",NULL,"Политический анализ и прогнозирование этноконфессиональных рисков"
"16315",NULL,"Методика воспитания и обучения физике (ч. 2)"
"16316",NULL,"Электротехника и радиотехника"
"16317",NULL,"Основы цифровой электроники и микропроцессорной техники"
"16318",NULL,"Методика воспитания и обучения физике (ч. 3)"
"16319",NULL,"Цифровая электроника"
"16320",NULL,"Компьютерное проектирование электронных схем"
"16321",NULL,"Общая теория связи"
"16322",NULL,"Физические основы микро- и наноэлектроники"
"16323",NULL,"Основы спектрального анализа"
"16324",NULL,"Волноведущие и колебательные системы СВЧ"
"16325",NULL,"Физика твердого тела"
"16326",NULL,"Метрология, стандартизация и технические измерения"
"16327",NULL,"Компьютерные сети и системы"
"16328",NULL,"Основы квантовой теории взаимодействия света с веществом"
"16329",NULL,"Взаимодействие излучения с веществом"
"16330",NULL,"Общая биофизика"
"16331",NULL,"Основы оптики биологических тканей"
"16332",NULL,"Схемотехника биомедицинских устройств"
"16333",NULL,"Техника спектроскопии живых объектов"
"16334",NULL,"Лазеры и волоконные световоды в биомедицине"
"16335",NULL,"Древнегреческая историография эпохи эллинизма"
"16336",NULL,"Оптоэлектронные приборы в биомедицине"
"16337",NULL,"Европейское искусство от Возрождения до модерна"
"16338",NULL,"Отечественная война 1812 г. и заграничные походы русской армии"
"16339",NULL,"Экономическая история Саратовского Поволжья"
"16340",NULL,"Методологические проблемы региональных исторических исследований"
"16785",NULL,"Квалификация преступлений в экономической сфере"
"16786",NULL,"Философская и культурная антропология"
"16342",NULL,"Западноевропейская литература и театр новационной эпохи"
"16343",NULL,"Основы педагогической риторики"
"16344",NULL,"Радиотехнические измерения"
"16784",NULL,"Основы математической теории физических процессов"
"16346",NULL,"Исторический опыт, уроки функционирования Советского государства и проблемы развития современной России"
"16347",NULL,"Политические аспекты международной миграции"
"16783",NULL,"Модификация и модернизация типового школьного оборудования"
"16349",NULL,"Биологические особо охраняемые природные территории Среднего и Нижнего Поволжья"
"16350",NULL,"Культура античного мира"
"16351",NULL,"Всемирная история"
"16352",NULL,"Иностранный язык 2:практический курс"
"16353",NULL,"Дошкольная логопедия"
"16354",NULL,"Технология бурения, испытания и эксплуатации скважин при поисково-разведочных работах на нефть и газ"
"16355",NULL,"Геодезические измерения для определения координат и высот пунктов геодезических сетей и сетей специального назначения"
"16356",NULL,"Организация производственных работ персонала подразделения"
"16357",NULL,"Основы организации и планирования  производственных работ  на нефтяных и газовых месторождениях"
"16358",NULL,"Методы математической обработки результатов полевых геодезических измерений и оценка их точности"
"16359",NULL,"Геодезическое обеспечение проектирования строительства и эксплуатации инженерных сооружений"
"16360",NULL,"Основы управления персоналом производственного подразделения"
"16361",NULL,"Технология топографических съемок"
"16362",NULL,"Комплекс топографо-геодезических работ при инженерных изысканиях в строительстве"
"16363",NULL,"Учет земель и контроль их использования"
"16364",NULL,"Средства управления нефтегазопромысловым оборудованием и контроль за ними"
"16365",NULL,"Земельные правоотношения"
"16366",NULL,"Правовой режим земель и его регулирование"
"16367",NULL,"Технология производства полевых и геодезических работ"
"16368",NULL,"Камеральная обработка результатов полевых измерений"
"16369",NULL,"Социально-психологические проблемы современного российского бизнеса"
"16370",NULL,"Психология аномального развития личности"
"16371",NULL,"Методика обучения истории"
"16372",NULL,"Бизнес-информатика"
"16373",NULL,"Иностранный язык:практика перевода"
"16374",NULL,"Мировые экономические отношения"
"16375",NULL,"Производственная практика по синоптической метеорологии"
"16376",NULL,"Производственная практика по обслуживанию отраслей хозяйства"
"16377",NULL,"История отдельных регионов мира:регионы мира в новейшее время"
"16378",NULL,"Техника педагогического общения"
"16379",NULL,"Установочная конференция по логопедической практике 2"
"16380",NULL,"Государство и общество (досдача)"
"16381",NULL,"Иностранный язык2:практика перевода"
"16382",NULL,"Методика обучения и воспитания в технологическом образовании "
"16383",NULL,"Технология обработки текстильных материалов "
"16384",NULL,"Методика преподавания русского языка и литературы в начальной школе "
"16385",NULL,"Педагогическая практика 2"
"16386",NULL,"Методика литературного образования дошкольников"
"16387",NULL,"Организация дошкольного образования "
"16782",NULL,"Методы диагностики состояния сосудов и параметры кровотока"
"16389",NULL,"Учебная практика по обработке гидрометеорологической информации"
"16390",NULL,"Современные средства оценивания результатов обучения и воспитания"
"16391",NULL,"Создание геоинформационных систем"
"16392",NULL,"Разработка профилактических и коррекционно-развивающих программ "
"16781",NULL,"Медицинская электроника"
"16780",NULL,"Поляризационные методы в биомедицине"
"16396",NULL,"Дошкольная тифлопедагогика"
"16397",NULL,"Психология детей дошкольного возраста с нарушением речи"
"16398",NULL,"Дошкольная сурдопсихология"
"16399",NULL,"Актуальные проблемы специального и дошкольного образования в современных условиях"
"16400",NULL,"Дошкольная тифлопсихология"
"16401",NULL,"Дошкольная олигофренопедагогика"
"16402",NULL,"Русский язык и литература с методикой преподавния"
"16778",NULL,"Моделирование физических процессов"
"16779",NULL,"Элементы и функциональные узлы электронных сред"
"16776",NULL,"Физические основы работы электронных и квантовых приборов"
"16777",NULL,"Оптика жидких кристаллов"
"16774",NULL,"Теория излучения"
"16775",NULL,"Квантовая электродинамика"
"16406",NULL,"Методика организации полевых исследований"
"16773",NULL,"Оптическая спектроскопия однородных и рассеивающих сред"
"16408",NULL,"Основные типы наземных и водных экосистем"
"16409",NULL,"Териология"
"16410",NULL,"Учебная практика по метеорологии"
"16411",NULL,"Учебная практика по методам зондирования окружающей среды"
"16412",NULL,"Учебная практика по агрометеорологии"
"16413",NULL,"Рассредоточенная научно-исследовательская работа"
"16414",NULL,"Воспитание и обучение детей дошкольного возраста с задержкой психического развития"
"16415",NULL,"Установочные конференции по пед. практикам в ДОУ 1, 2 "
"16416",NULL,"Учение о фациях"
"16417",NULL,"Разработка и менеджмент ЭОР"
"16418",NULL,"Теория и методика обучения программированию в общеобразовательных учреждениях"
"16419",NULL,"Методика обучения информатике одаренных детей,подростков и молодежи"
"16420",NULL,"Методы математической статистики"
"16421",NULL,"Использование инновационных пед.технологий в современ.образ. среде учреждения"
"16422",NULL,"Методы тестирования ПО"
"16423",NULL,"Экономико-правовые основы рынка ПО"
"16424",NULL,"Технология распределенной обработки данных"
"16425",NULL,"Облачные технологии"
"16426",NULL,"Монтаж, техническая эксплуатация и ремонт промышленного оборудования"
"16427",NULL,"Организация ремонтных работ промышленного оборудования и контроль за ними"
"16429",NULL,"Организация монтажных работ промышленного оборудования и контроль за ними"
"16430",NULL,"Психология детей с нарушениями речи "
"16431",NULL,"Информационно-измерительные системы в гидрометеорологии"
"16432",NULL,"Взаимодействие океана и атмосферы"
"16433",NULL,"Солнечно-земные связи"
"16434",NULL,"Региональные проявления современных изменений климата"
"16435",NULL,"Социология пространства и города"
"16436",NULL,"Методика и техника перевода научных текстов на английский язык"
"16437",NULL,"Избранные главы техники сигналов и цепей"
"16438",NULL,"Вакуумные эффекты в сверхсильных полях"
"16439",NULL,"Синергетика и культура"
"16440",NULL,"Электронные и ионные приборы"
"16441",NULL,"Актуальные проблемы информационных систем и технологий"
"16442",NULL,"Основы схемотехники и цифровой логики"
"16443",NULL,"Практикум по квантовой радиофизике"
"16444",NULL,"Функциональная электроника и методы передачи информаций"
"16445",NULL,"Д/в: Организация внеклассной работы по физическому воспитанию"
"16446",NULL,"Вакуумная микроэлектроника и наноэлектроника"
"16447",NULL,"Мировые генетические ресурсы"
"16448",NULL,"Совр педагогич. технологии в обучении биологии и экологии"
"16449",NULL,"Методика разработки биологических и экологических курсов"
"16450",NULL,"Методика организации полевых исследований и их применение"
"16451",NULL,"Исследовательская деятельность учащихся в системе образовани"
